Index,Text
00_00,[*:] I sell weapons<F1>and armor.<FA><F7><F1>Can I help you?<F1>
00_01,[*:] What would you<F1>like to buy?<FA><F7>
00_02,[*:] The <&25>?<F1>And you want <&3B>?<FA><F7><F1>Thank you.<F1><FA><F7>
00_03,"[*:] Ah, sorry. You<F1>don['t] have enough.<FA><F7>"
00_04,[*:] Anything else<F1>I can do for you?
00_05,"[*:] <&25>, is<F1>it? Thank you!<FA><F7>"
00_06,[*:] It even works as<F1>a tool in battle.<FA><F7>
00_07,[*:] Who is this for?<F1><FA><F7>
00_08,"[*:] Well, I['l]l put it<F1>in the <&00>!<FA><F7>"
00_09,[*:] Do you want<F1>anything else?<FA><F7>
00_0A,[*:] Hm? <&40> can['t]<F1>hold any more.<FA><F7><F1>Want to sort your<F1>items?<xFF><F1>
00_0B,[*:] Will someone<F1>else take it?<xFF><F1>
00_0C,[*:] Hm? <&40>['s] items<F1>are all important.<FA><F7><F1>I can['t] put them<F1>away.<FA><F7><F1>
00_0D,"[*:] OK, I['v]e put away<F1>non-essentials.<FA><F7>"
00_0E,"[*:] OK, I['l]l put it<F1>in <&40>['s] coffin.<FA><F7>"
00_0F,"[*:] Here you go,<F1><&40>!<FA><F7>"
00_10,"[*:] What you couldn['t]<F1>carry, I put in<FA><F7><F1>the <&00>.<F1><FA><F7>"
00_11,"[*:] <&40> can['t] equip<F1>it, is this okay?<xFF>"
00_12,[*:] Will you equip<F1>it here?<xFF>
00_13,<FE><&40> equipped<F1>the <&25> .<FA><F7>
00_14,"[*:] Whoa! That was<F1>surprising!<FA><F7><F1>The <&12> is<F1>cursed--it won['t]<FA><F7><F1>come off. Uh, gee…<F1>Better take it.<FA><F7>"
00_15,[*:] Come again!<F1><F7>
00_16,[*:] Who wants to<F1>sell me something?<FA><F7>
00_17,[*:] Hm? <&40> doesn['t]<F1>have anything.<FA><F7>
00_18,"[*:] Sorry, but I<F1>can['t] buy that.<FA><F7>"
00_19,"[*:] But, if you sold<F1>that…<FA><F7><F1>You may not get<F1>another. You sure?<xFF>"
00_1A,[*:] The <&25> ?<F1><FA><F7>I['l]l pay <&09>G.<F1>Is that OK?<xFF>
00_1B,[*:] That['s] too bad.<F1><FA><F7>
00_1C,"[*:] I['d] like to buy<F1>it from you, but…<FA><F7><F1>You can['t] hold any<F1>more money.<FA><F7><F1>So, buy something<F1>first from me.<FA><F7>"
00_1D,"[*:] Whoa! That['s] a<F1>jolt!<FA><F7><F1>It['s] cursed, and<F1>it won['t] budge.<FA><F7>"
00_1E,[*:] OK!<F1>It['s] a done deal!<FA><F7>
00_1F,[*:] Anything else?<F1><FA><F7><F1>
00_20,[*:] Eh? The <&00> is<F1>empty.<FA><F7>
00_21,[*:] <&25>?<F1><FA><F7>I['l]l pay <&09>G<F1>for one.<FA><F7><F1>How many are you<F1>selling?<F1>
00_22,[*:] <&25>?<F1>And that['s] <&3D>?<FA><F7><F1>I['l]l pay <&09>G.<F1>Is that OK?<xFF>
