Index,Text
00_00,＊「ここは　てんしょくを　つかさどる<F1>　　ダ-マのしんでん.<FA><F7><F1>＊「しょくぎょうを　恋えたい者が<F1>　　来るところじゃ.<FA><F7><F1>＊「てんしょくを　ごきぼうか?<F1><xFF>
00_01,＊「そうか.<F1>　　てんしょくをせぬのじゃな?<FA><F7><F1>＊「まあ　それも　よかろう.<F1><FA><F7>
00_02,＊「では　ゆくがよい.<F1><F7>
00_03,＊「どなたの　しょくぎょうを<F1>　　恋えたいのじゃ?
00_04,＊「ふむ[・・・]　やめると申すか.<F1>　　それも　よろしかろう.<FA><F7>
00_05,＊「たわけが!　<&09>は　今<F1>　　死んでおるでは　ないか!<FA><F7><F1>＊「いくらわしでも　死んでおる者を<F1>　　てんしょくさせることはできんぞ.<FA><F7>
00_06,＊「ほかにも　てんしょくしたい者は<F1>　　おるかな?<xFF>
00_07,＊「おろか者め!<F1>　　ゆうしゃを　やめたいというのか?<FA><F7><F1>＊「それだけは　ならんっ!<F1><FA><F7>
00_08,＊「なんと　<&09>は　まだ[・・・]<F1><FA><F7>＊「一人<xE5><xEA>の　<&31>に<F1>　　なっていないというのに[・・・][・・・].<FA><F7><F1>＊「みじゅく者の　ぶんざいで[・・・]<F1><FA><F7>＊「もう　しょくを恋えたいとは<F1>　　なにごとじゃ!<FA><F7>
00_09,＊「<&09>が　なりたいのは<F1>　　どのしょくぎょうじゃな?<FA><F7>
00_0A,＊「<&09>は　<&31>に<F1>　　なりたいと　申すか?<xFF>
00_0B,＊「うん?　しかし　<&09>は<F1>　　もう　それに　なっているぞ.<FA><F7>
00_0C,＊「<&31>に<F1>　　なりたいとは[・・・]<FA><F7><F1>＊「さすが　<&09>は　ねっからの<F1>　　<&20>じゃのう.<FA><F7><F1>
00_0D,＊「しかし　<&31>とは[・・・][・・・]<F1><FA><F7>＊「<&09>は　なんという<F1>　　<&20>じゃ.まあよい[・・・]<FA><F7><F1>
00_0E,＊「ふむ.<F1>　　<&20>の　ぶんざいで[・・・]<FA><F7><F1>＊「<&31>に　なりたいとは.<F1>　　けっこう　わらかしてくれるぞ.<FA><F7><F1>
00_0F,＊「そうか!　さすが<&20><F1>　　性<xE5><xF1>だけのことは　あるのう.<FA><F7><F1>＊「<&09>を　少し　見なおしたぞ.<F1><FA><F7>
00_10,＊「そうか[・・・]　<&09>ほどの<F1>　　<&20>が[・・・]<FA><F7><F1>＊「<&31>に　なりたいとはな.<F1><FA><F7>＊「これも　世の中が<F1>　　いけないからかの.<FA><F7><F1>＊「まあ　どうしてもというなら<F1>　　それも　しかたあるまい.<FA><F7><F1>
00_11,＊「ふむ[・・・].　<&09>みたいな<F1>　　<&20>が[・・・]<FA><F7><F1>＊「<&31>に　なるとは[・・・].<F1><FA><F7>＊「ちょっと　大恋そうな気もするが<F1>　　それも　しかたあるまい.<FA><F7><F1>
00_12,＊「ふぁっふぁっふぁ.<F1><FA><F7>＊「<&20>の　くせに[・・・]<F1><FA><F7>＊「<&31>に　なりたいとは<F1>　　うけねらいかの?　まあ　よい[・・・].<FA><F7><F1>
